# ground truth trajectory
# file: 'rgbd_dataset_freiburg1_desk2.bag'
# timestamp tx ty tz qx qy qz qw
1305031523.3022 1.3104 -0.0004 1.6451 0.7140 0.5715 -0.3061 -0.2642
1305031523.3122 1.3115 -0.0003 1.6493 0.7133 0.5724 -0.3062 -0.2644
1305031523.3223 1.3126 0.0000 1.6533 0.7120 0.5728 -0.3083 -0.2644
1305031523.3322 1.3137 0.0003 1.6572 0.7112 0.5738 -0.3096 -0.2627
1305031523.3422 1.3147 0.0006 1.6610 0.7103 0.5741 -0.3124 -0.2614
1305031523.3522 1.3160 0.0009 1.6648 0.7096 0.5747 -0.3147 -0.2591
1305031523.3622 1.3171 0.0013 1.6684 0.7087 0.5755 -0.3177 -0.2561
1305031523.3722 1.3183 0.0017 1.6721 0.7079 0.5757 -0.3209 -0.2538
1305031523.3826 1.3193 0.0021 1.6756 0.7072 0.5757 -0.3245 -0.2513
1305031523.3923 1.3204 0.0026 1.6792 0.7063 0.5759 -0.3277 -0.2490
1305031523.4022 1.3216 0.0032 1.6829 0.7054 0.5757 -0.3312 -0.2477
1305031523.4122 1.3227 0.0037 1.6863 0.7043 0.5753 -0.3350 -0.2465
1305031523.4222 1.3239 0.0040 1.6896 0.7031 0.5750 -0.3391 -0.2450
1305031523.4322 1.3252 0.0048 1.6933 0.7011 0.5758 -0.3423 -0.2446
1305031523.4422 1.3265 0.0053 1.6966 0.6995 0.5759 -0.3455 -0.2442
1305031523.4522 1.3277 0.0062 1.6999 0.6970 0.5764 -0.3491 -0.2450
1305031523.4622 1.3290 0.0069 1.7032 0.6957 0.5774 -0.3507 -0.2442
1305031523.4722 1.3301 0.0078 1.7063 0.6939 0.5774 -0.3533 -0.2455
1305031523.4822 1.3312 0.0089 1.7094 0.6921 0.5782 -0.3548 -0.2464
1305031523.4922 1.3323 0.0101 1.7122 0.6908 0.5784 -0.3562 -0.2478
1305031523.5022 1.3337 0.0112 1.7151 0.6902 0.5779 -0.3569 -0.2495
1305031523.5122 1.3351 0.0125 1.7180 0.6899 0.5775 -0.3567 -0.2515
1305031523.5222 1.3365 0.0142 1.7208 0.6896 0.5765 -0.3569 -0.2545
1305031523.5322 1.3378 0.0159 1.7235 0.6894 0.5746 -0.3578 -0.2579
1305031523.5422 1.3390 0.0175 1.7260 0.6895 0.5728 -0.3582 -0.2611
1305031523.5522 1.3401 0.0195 1.7284 0.6894 0.5704 -0.3587 -0.2658
1305031523.5622 1.3410 0.0212 1.7305 0.6892 0.5677 -0.3603 -0.2700
1305031523.5722 1.3422 0.0233 1.7327 0.6893 0.5651 -0.3602 -0.2752
1305031523.5822 1.3434 0.0254 1.7345 0.6899 0.5628 -0.3592 -0.2799
1305031523.5922 1.3445 0.0277 1.7362 0.6905 0.5603 -0.3580 -0.2848
1305031523.6022 1.3457 0.0301 1.7377 0.6920 0.5580 -0.3556 -0.2888
1305031523.6122 1.3472 0.0324 1.7390 0.6941 0.5553 -0.3530 -0.2922
1305031523.6222 1.3482 0.0348 1.7401 0.6966 0.5525 -0.3498 -0.2952
1305031523.6322 1.3494 0.0375 1.7411 0.6988 0.5498 -0.3470 -0.2985
1305031523.6422 1.3503 0.0401 1.7419 0.7009 0.5462 -0.3448 -0.3026
1305031523.6522 1.3510 0.0431 1.7424 0.7023 0.5432 -0.3436 -0.3059
1305031523.6622 1.3517 0.0459 1.7430 0.7039 0.5398 -0.3421 -0.3099
1305031523.6722 1.3525 0.0487 1.7432 0.7055 0.5368 -0.3407 -0.3131
1305031523.6822 1.3534 0.0516 1.7432 0.7068 0.5342 -0.3394 -0.3160
1305031523.6922 1.3540 0.0546 1.7431 0.7083 0.5314 -0.3377 -0.3192
1305031523.7022 1.3547 0.0576 1.7427 0.7096 0.5291 -0.3355 -0.3224
1305031523.7122 1.3552 0.0608 1.7422 0.7112 0.5257 -0.3339 -0.3262
1305031523.7222 1.3559 0.0639 1.7414 0.7122 0.5239 -0.3317 -0.3291
1305031523.7322 1.3564 0.0672 1.7405 0.7135 0.5218 -0.3291 -0.3322
1305031523.7422 1.3575 0.0706 1.7396 0.7156 0.5203 -0.3244 -0.3346
1305031523.7522 1.3579 0.0739 1.7383 0.7166 0.5182 -0.3221 -0.3379
1305031523.7622 1.3582 0.0774 1.7367 0.7174 0.5163 -0.3195 -0.3416
1305031523.7722 1.3583 0.0809 1.7350 0.7177 0.5141 -0.3176 -0.3460
1305031523.7822 1.3583 0.0845 1.7332 0.7181 0.5131 -0.3146 -0.3495
1305031523.7922 1.3583 0.0882 1.7310 0.7177 0.5115 -0.3129 -0.3540
1305031523.8022 1.3584 0.0919 1.7288 0.7177 0.5103 -0.3103 -0.3580
1305031523.8123 1.3584 0.0955 1.7263 0.7179 0.5098 -0.3074 -0.3610
1305031523.8222 1.3583 0.0991 1.7235 0.7178 0.5095 -0.3050 -0.3634
1305031523.8322 1.3584 0.1027 1.7206 0.7181 0.5099 -0.3021 -0.3647
1305031523.8422 1.3584 0.1064 1.7174 0.7188 0.5106 -0.2990 -0.3651
1305031523.8522 1.3581 0.1101 1.7141 0.7193 0.5110 -0.2969 -0.3653
1305031523.8622 1.3581 0.1137 1.7105 0.7201 0.5115 -0.2948 -0.3645
1305031523.8722 1.3578 0.1174 1.7070 0.7207 0.5119 -0.2934 -0.3639
1305031523.8822 1.3576 0.1211 1.7033 0.7218 0.5122 -0.2918 -0.3626
1305031523.8922 1.3573 0.1248 1.6997 0.7223 0.5126 -0.2910 -0.3618
1305031523.9022 1.3569 0.1287 1.6958 0.7221 0.5127 -0.2918 -0.3613
1305031523.9122 1.3564 0.1325 1.6920 0.7218 0.5134 -0.2927 -0.3602
1305031523.9222 1.3558 0.1362 1.6881 0.7212 0.5144 -0.2940 -0.3589
1305031523.9322 1.3553 0.1401 1.6841 0.7208 0.5163 -0.2951 -0.3562
1305031523.9422 1.3547 0.1439 1.6799 0.7202 0.5179 -0.2965 -0.3538
1305031523.9522 1.3540 0.1476 1.6756 0.7203 0.5203 -0.2967 -0.3498
1305031523.9622 1.3532 0.1515 1.6714 0.7196 0.5224 -0.2980 -0.3470
1305031523.9721 1.3527 0.1554 1.6670 0.7196 0.5253 -0.2980 -0.3426
1305031523.9825 1.3519 0.1595 1.6625 0.7195 0.5273 -0.2988 -0.3391
1305031523.9922 1.3512 0.1634 1.6580 0.7198 0.5293 -0.2987 -0.3354
1305031524.0022 1.3499 0.1675 1.6534 0.7190 0.5317 -0.3002 -0.3321
1305031524.0122 1.3491 0.1716 1.6490 0.7185 0.5338 -0.3008 -0.3291
1305031524.0222 1.3485 0.1757 1.6446 0.7181 0.5360 -0.3012 -0.3260
1305031524.0322 1.3478 0.1798 1.6402 0.7171 0.5382 -0.3021 -0.3238
1305031524.0422 1.3469 0.1840 1.6357 0.7152 0.5410 -0.3037 -0.3219
1305031524.0522 1.3464 0.1881 1.6314 0.7136 0.5443 -0.3038 -0.3198
1305031524.0622 1.3456 0.1922 1.6269 0.7110 0.5480 -0.3045 -0.3184
1305031524.0722 1.3455 0.1964 1.6224 0.7093 0.5521 -0.3037 -0.3160
1305031524.0823 1.3444 0.2003 1.6177 0.7061 0.5563 -0.3046 -0.3148
1305031524.0922 1.3442 0.2044 1.6131 0.7041 0.5611 -0.3030 -0.3125
1305031524.1022 1.3437 0.2082 1.6085 0.7015 0.5656 -0.3027 -0.3104
1305031524.1122 1.3432 0.2122 1.6038 0.6989 0.5701 -0.3023 -0.3086
1305031524.1222 1.3427 0.2163 1.5992 0.6962 0.5738 -0.3018 -0.3081
1305031524.1322 1.3421 0.2203 1.5944 0.6934 0.5777 -0.3022 -0.3067
1305031524.1423 1.3419 0.2243 1.5898 0.6918 0.5814 -0.3006 -0.3051
1305031524.1522 1.3414 0.2284 1.5853 0.6893 0.5846 -0.3003 -0.3048
1305031524.1622 1.3411 0.2324 1.5807 0.6869 0.5883 -0.2992 -0.3041
1305031524.1722 1.3409 0.2363 1.5761 0.6843 0.5925 -0.2978 -0.3034
1305031524.1822 1.3405 0.2400 1.5715 0.6808 0.5970 -0.2972 -0.3029
1305031524.1922 1.3403 0.2438 1.5670 0.6778 0.6025 -0.2952 -0.3008
1305031524.2022 1.3403 0.2474 1.5624 0.6740 0.6079 -0.2944 -0.2992
1305031524.2122 1.3400 0.2510 1.5579 0.6697 0.6137 -0.2934 -0.2979
1305031524.2222 1.3399 0.2544 1.5532 0.6655 0.6194 -0.2926 -0.2962
1305031524.2322 1.3400 0.2578 1.5489 0.6612 0.6253 -0.2913 -0.2949
1305031524.2422 1.3398 0.2613 1.5445 0.6563 0.6299 -0.2920 -0.2954
1305031524.2522 1.3400 0.2648 1.5405 0.6518 0.6345 -0.2917 -0.2958
1305031524.2622 1.3399 0.2681 1.5362 0.6469 0.6384 -0.2931 -0.2967
1305031524.2722 1.3402 0.2716 1.5322 0.6424 0.6422 -0.2941 -0.2974
1305031524.2822 1.3403 0.2751 1.5280 0.6379 0.6457 -0.2955 -0.2980
1305031524.2922 1.3404 0.2784 1.5237 0.6335 0.6495 -0.2967 -0.2979
1305031524.3022 1.3407 0.2818 1.5195 0.6297 0.6536 -0.2973 -0.2965
1305031524.3122 1.3409 0.2851 1.5152 0.6262 0.6574 -0.2975 -0.2953
1305031524.3221 1.3412 0.2884 1.5109 0.6232 0.6607 -0.2980 -0.2937
1305031524.3322 1.3413 0.2916 1.5066 0.6203 0.6632 -0.2996 -0.2927
1305031524.3422 1.3417 0.2950 1.5024 0.6178 0.6653 -0.3011 -0.2916
1305031524.3522 1.3419 0.2983 1.4983 0.6155 0.6667 -0.3031 -0.2911
1305031524.3622 1.3425 0.3018 1.4942 0.6135 0.6681 -0.3046 -0.2907
1305031524.3722 1.3430 0.3054 1.4900 0.6121 0.6691 -0.3059 -0.2900
1305031524.3822 1.3434 0.3090 1.4857 0.6108 0.6693 -0.3081 -0.2899
1305031524.3922 1.3438 0.3127 1.4817 0.6103 0.6696 -0.3090 -0.2893
1305031524.4023 1.3445 0.3164 1.4775 0.6098 0.6698 -0.3102 -0.2886
1305031524.4123 1.3449 0.3201 1.4734 0.6098 0.6694 -0.3114 -0.2883
1305031524.4222 1.3452 0.3239 1.4691 0.6101 0.6683 -0.3135 -0.2879
1305031524.4322 1.3458 0.3276 1.4649 0.6109 0.6674 -0.3150 -0.2867
1305031524.4422 1.3462 0.3315 1.4609 0.6114 0.6661 -0.3166 -0.2868
1305031524.4522 1.3468 0.3355 1.4568 0.6121 0.6652 -0.3179 -0.2860
1305031524.4623 1.3474 0.3393 1.4527 0.6125 0.6640 -0.3197 -0.2859
1305031524.4721 1.3479 0.3433 1.4489 0.6128 0.6625 -0.3218 -0.2865
1305031524.4822 1.3484 0.3474 1.4449 0.6130 0.6611 -0.3238 -0.2868
1305031524.4922 1.3488 0.3515 1.4410 0.6135 0.6602 -0.3250 -0.2867
1305031524.5022 1.3491 0.3555 1.4370 0.6142 0.6583 -0.3267 -0.2876
1305031524.5122 1.3496 0.3597 1.4332 0.6146 0.6573 -0.3278 -0.2877
1305031524.5222 1.3498 0.3639 1.4293 0.6154 0.6557 -0.3295 -0.2877
1305031524.5322 1.3502 0.3684 1.4256 0.6163 0.6543 -0.3304 -0.2880
1305031524.5422 1.3505 0.3727 1.4219 0.6178 0.6525 -0.3309 -0.2884
1305031524.5521 1.3505 0.3772 1.4181 0.6190 0.6498 -0.3327 -0.2896
1305031524.5622 1.3506 0.3818 1.4145 0.6206 0.6477 -0.3329 -0.2905
1305031524.5722 1.3505 0.3866 1.4108 0.6221 0.6454 -0.3338 -0.2915
1305031524.5832 1.3507 0.3912 1.4073 0.6239 0.6434 -0.3340 -0.2920
1305031524.5922 1.3506 0.3961 1.4040 0.6252 0.6409 -0.3347 -0.2939
1305031524.6023 1.3505 0.4009 1.4005 0.6267 0.6381 -0.3360 -0.2952
1305031524.6122 1.3504 0.4060 1.3971 0.6284 0.6350 -0.3371 -0.2971
1305031524.6222 1.3502 0.4111 1.3941 0.6300 0.6321 -0.3379 -0.2990
1305031524.6322 1.3499 0.4162 1.3908 0.6320 0.6284 -0.3388 -0.3015
1305031524.6422 1.3496 0.4213 1.3875 0.6345 0.6244 -0.3392 -0.3042
1305031524.6522 1.3491 0.4265 1.3843 0.6373 0.6206 -0.3389 -0.3063
1305031524.6622 1.3486 0.4319 1.3813 0.6401 0.6174 -0.3376 -0.3083
1305031524.6722 1.3480 0.4373 1.3781 0.6434 0.6137 -0.3367 -0.3099
1305031524.6822 1.3474 0.4426 1.3751 0.6468 0.6098 -0.3357 -0.3118
1305031524.6922 1.3467 0.4480 1.3720 0.6504 0.6052 -0.3350 -0.3138
1305031524.7022 1.3460 0.4533 1.3690 0.6541 0.6006 -0.3341 -0.3159
1305031524.7122 1.3451 0.4587 1.3662 0.6580 0.5953 -0.3337 -0.3183
1305031524.7222 1.3443 0.4640 1.3634 0.6618 0.5907 -0.3325 -0.3200
1305031524.7322 1.3434 0.4693 1.3605 0.6659 0.5860 -0.3313 -0.3215
1305031524.7423 1.3421 0.4746 1.3576 0.6693 0.5814 -0.3306 -0.3236
1305031524.7522 1.3412 0.4797 1.3547 0.6734 0.5775 -0.3285 -0.3242
1305031524.7622 1.3395 0.4849 1.3516 0.6756 0.5733 -0.3293 -0.3263
1305031524.7723 1.3383 0.4899 1.3489 0.6787 0.5694 -0.3277 -0.3281
1305031524.7822 1.3373 0.4950 1.3464 0.6822 0.5657 -0.3254 -0.3298
1305031524.7922 1.3362 0.5001 1.3439 0.6856 0.5617 -0.3229 -0.3320
1305031524.8022 1.3345 0.5050 1.3412 0.6883 0.5570 -0.3214 -0.3358
1305031524.8122 1.3331 0.5100 1.3386 0.6918 0.5528 -0.3188 -0.3379
1305031524.8222 1.3317 0.5148 1.3361 0.6945 0.5488 -0.3167 -0.3410
1305031524.8322 1.3300 0.5195 1.3336 0.6963 0.5462 -0.3148 -0.3431
1305031524.8423 1.3285 0.5244 1.3312 0.6983 0.5429 -0.3132 -0.3457
1305031524.8522 1.3270 0.5290 1.3289 0.7001 0.5408 -0.3115 -0.3470
1305031524.8622 1.3253 0.5335 1.3266 0.7011 0.5381 -0.3112 -0.3494
1305031524.8722 1.3233 0.5379 1.3241 0.7027 0.5358 -0.3100 -0.3507
1305031524.8823 1.3215 0.5423 1.3218 0.7040 0.5335 -0.3096 -0.3520
1305031524.8922 1.3196 0.5467 1.3196 0.7062 0.5311 -0.3085 -0.3521
1305031524.9022 1.3176 0.5512 1.3173 0.7078 0.5286 -0.3086 -0.3526
1305031524.9122 1.3154 0.5557 1.3153 0.7095 0.5261 -0.3090 -0.3527
1305031524.9222 1.3132 0.5603 1.3133 0.7107 0.5227 -0.3101 -0.3542
1305031524.9322 1.3110 0.5650 1.3113 0.7124 0.5207 -0.3100 -0.3539
1305031524.9422 1.3086 0.5697 1.3096 0.7139 0.5182 -0.3105 -0.3542
1305031524.9522 1.3062 0.5745 1.3078 0.7148 0.5161 -0.3116 -0.3544
1305031524.9622 1.3037 0.5792 1.3060 0.7165 0.5136 -0.3129 -0.3535
1305031524.9722 1.3016 0.5840 1.3043 0.7188 0.5110 -0.3137 -0.3518
1305031524.9822 1.2990 0.5886 1.3028 0.7205 0.5088 -0.3154 -0.3501
1305031524.9922 1.2962 0.5934 1.3014 0.7217 0.5064 -0.3176 -0.3489
1305031525.0022 1.2939 0.5982 1.3000 0.7242 0.5038 -0.3185 -0.3468
1305031525.0122 1.2909 0.6031 1.2987 0.7248 0.5019 -0.3209 -0.3461
1305031525.0222 1.2886 0.6080 1.2975 0.7269 0.4986 -0.3217 -0.3458
1305031525.0322 1.2860 0.6129 1.2965 0.7290 0.4965 -0.3219 -0.3441
1305031525.0421 1.2835 0.6177 1.2955 0.7306 0.4941 -0.3224 -0.3437
1305031525.0522 1.2806 0.6228 1.2945 0.7319 0.4920 -0.3227 -0.3438
1305031525.0622 1.2779 0.6278 1.2937 0.7334 0.4900 -0.3227 -0.3433
1305031525.0722 1.2755 0.6325 1.2929 0.7353 0.4885 -0.3223 -0.3419
1305031525.0822 1.2728 0.6375 1.2925 0.7369 0.4877 -0.3215 -0.3402
1305031525.0922 1.2706 0.6424 1.2919 0.7388 0.4856 -0.3213 -0.3392
1305031525.1022 1.2680 0.6473 1.2914 0.7398 0.4829 -0.3228 -0.3397
1305031525.1122 1.2659 0.6521 1.2911 0.7413 0.4806 -0.3234 -0.3389
1305031525.1222 1.2640 0.6569 1.2909 0.7435 0.4784 -0.3232 -0.3376
1305031525.1322 1.2618 0.6616 1.2909 0.7451 0.4751 -0.3242 -0.3377
1305031525.1422 1.2599 0.6664 1.2910 0.7468 0.4733 -0.3243 -0.3362
1305031525.1522 1.2577 0.6712 1.2913 0.7477 0.4715 -0.3255 -0.3358
1305031525.1622 1.2562 0.6757 1.2916 0.7502 0.4688 -0.3251 -0.3343
1305031525.1722 1.2548 0.6802 1.2919 0.7520 0.4658 -0.3258 -0.3337
1305031525.1822 1.2531 0.6847 1.2925 0.7529 0.4637 -0.3270 -0.3334
1305031525.1922 1.2521 0.6888 1.2931 0.7552 0.4609 -0.3272 -0.3319
1305031525.2022 1.2506 0.6934 1.2939 0.7557 0.4588 -0.3283 -0.3326
1305031525.2122 1.2493 0.6979 1.2950 0.7562 0.4571 -0.3294 -0.3328
1305031525.2222 1.2481 0.7023 1.2960 0.7565 0.4554 -0.3305 -0.3332
1305031525.2321 1.2474 0.7063 1.2970 0.7580 0.4531 -0.3310 -0.3326
1305031525.2422 1.2458 0.7109 1.2982 0.7572 0.4507 -0.3335 -0.3351
1305031525.2522 1.2449 0.7148 1.2993 0.7583 0.4490 -0.3347 -0.3336
1305031525.2622 1.2444 0.7189 1.3006 0.7594 0.4479 -0.3353 -0.3322
1305031525.2722 1.2439 0.7226 1.3017 0.7609 0.4461 -0.3357 -0.3305
1305031525.2822 1.2428 0.7266 1.3031 0.7605 0.4454 -0.3381 -0.3301
1305031525.2921 1.2423 0.7303 1.3046 0.7611 0.4445 -0.3391 -0.3289
1305031525.3022 1.2419 0.7338 1.3060 0.7615 0.4436 -0.3407 -0.3274
1305031525.3122 1.2419 0.7374 1.3076 0.7621 0.4426 -0.3422 -0.3260
1305031525.3221 1.2413 0.7409 1.3093 0.7616 0.4423 -0.3444 -0.3251
1305031525.3322 1.2413 0.7447 1.3111 0.7622 0.4424 -0.3448 -0.3231
1305031525.3422 1.2412 0.7482 1.3131 0.7619 0.4428 -0.3460 -0.3219
1305031525.3522 1.2413 0.7512 1.3144 0.7628 0.4415 -0.3481 -0.3193
1305031525.3622 1.2408 0.7544 1.3161 0.7617 0.4406 -0.3514 -0.3198
1305031525.3722 1.2406 0.7576 1.3182 0.7608 0.4425 -0.3524 -0.3180
1305031525.3822 1.2411 0.7606 1.3199 0.7614 0.4424 -0.3532 -0.3159
1305031525.3922 1.2413 0.7635 1.3218 0.7609 0.4433 -0.3547 -0.3142
1305031525.4022 1.2411 0.7664 1.3237 0.7592 0.4456 -0.3566 -0.3129
1305031525.4122 1.2420 0.7694 1.3256 0.7595 0.4464 -0.3570 -0.3105
1305031525.4221 1.2426 0.7723 1.3274 0.7591 0.4482 -0.3578 -0.3079
1305031525.4323 1.2430 0.7751 1.3292 0.7584 0.4490 -0.3593 -0.3069
1305031525.4422 1.2433 0.7782 1.3311 0.7573 0.4514 -0.3602 -0.3050
1305031525.4521 1.2437 0.7812 1.3329 0.7565 0.4522 -0.3615 -0.3041
1305031525.4622 1.2445 0.7839 1.3344 0.7564 0.4540 -0.3618 -0.3014
1305031525.4722 1.2453 0.7868 1.3360 0.7566 0.4553 -0.3621 -0.2984
1305031525.4822 1.2462 0.7898 1.3375 0.7569 0.4568 -0.3625 -0.2951
1305031525.4922 1.2476 0.7927 1.3390 0.7581 0.4565 -0.3626 -0.2921
1305031525.5022 1.2483 0.7958 1.3408 0.7577 0.4573 -0.3640 -0.2904
1305031525.5122 1.2495 0.7990 1.3423 0.7579 0.4567 -0.3652 -0.2893
1305031525.5222 1.2510 0.8022 1.3442 0.7582 0.4561 -0.3656 -0.2887
1305031525.5322 1.2518 0.8052 1.3457 0.7578 0.4559 -0.3675 -0.2879
1305031525.5422 1.2534 0.8083 1.3471 0.7586 0.4555 -0.3676 -0.2862
1305031525.5522 1.2543 0.8111 1.3486 0.7576 0.4571 -0.3683 -0.2852
1305031525.5622 1.2555 0.8140 1.3502 0.7581 0.4577 -0.3679 -0.2836
1305031525.5722 1.2568 0.8168 1.3516 0.7581 0.4592 -0.3672 -0.2821
1305031525.5822 1.2579 0.8197 1.3531 0.7581 0.4601 -0.3668 -0.2812
1305031525.5922 1.2596 0.8223 1.3545 0.7586 0.4611 -0.3654 -0.2800
1305031525.6022 1.2606 0.8252 1.3561 0.7582 0.4632 -0.3638 -0.2796
1305031525.6121 1.2622 0.8280 1.3574 0.7585 0.4641 -0.3618 -0.2798
1305031525.6222 1.2631 0.8306 1.3589 0.7576 0.4663 -0.3597 -0.2813
1305031525.6322 1.2643 0.8335 1.3606 0.7568 0.4683 -0.3575 -0.2832
1305031525.6422 1.2659 0.8360 1.3621 0.7567 0.4709 -0.3542 -0.2832
1305031525.6522 1.2671 0.8387 1.3637 0.7556 0.4729 -0.3522 -0.2854
1305031525.6622 1.2688 0.8413 1.3652 0.7555 0.4754 -0.3490 -0.2854
1305031525.6722 1.2700 0.8440 1.3668 0.7541 0.4770 -0.3477 -0.2879
1305031525.6822 1.2716 0.8463 1.3685 0.7539 0.4787 -0.3458 -0.2881
1305031525.6922 1.2726 0.8490 1.3700 0.7522 0.4800 -0.3459 -0.2901
1305031525.7022 1.2742 0.8513 1.3716 0.7519 0.4818 -0.3444 -0.2896
1305031525.7122 1.2757 0.8536 1.3734 0.7512 0.4844 -0.3436 -0.2881
1305031525.7222 1.2771 0.8559 1.3750 0.7499 0.4855 -0.3442 -0.2888
1305031525.7322 1.2786 0.8581 1.3767 0.7488 0.4873 -0.3447 -0.2881
1305031525.7421 1.2800 0.8604 1.3785 0.7477 0.4881 -0.3456 -0.2884
1305031525.7521 1.2814 0.8627 1.3802 0.7469 0.4884 -0.3466 -0.2890
1305031525.7622 1.2828 0.8650 1.3818 0.7460 0.4888 -0.3477 -0.2893
1305031525.7722 1.2848 0.8673 1.3838 0.7465 0.4886 -0.3472 -0.2888
1305031525.7822 1.2864 0.8696 1.3856 0.7466 0.4869 -0.3479 -0.2906
1305031525.7922 1.2881 0.8721 1.3875 0.7470 0.4850 -0.3486 -0.2919
1305031525.8022 1.2901 0.8745 1.3895 0.7476 0.4834 -0.3487 -0.2930
1305031525.8122 1.2919 0.8770 1.3913 0.7474 0.4811 -0.3500 -0.2956
1305031525.8221 1.2939 0.8795 1.3932 0.7479 0.4793 -0.3505 -0.2968
1305031525.8322 1.2957 0.8820 1.3949 0.7485 0.4771 -0.3511 -0.2980
1305031525.8422 1.2978 0.8843 1.3968 0.7493 0.4751 -0.3513 -0.2988
1305031525.8522 1.2999 0.8871 1.3985 0.7506 0.4721 -0.3510 -0.3009
1305031525.8622 1.3020 0.8894 1.4004 0.7518 0.4696 -0.3507 -0.3022
1305031525.8722 1.3042 0.8919 1.4021 0.7533 0.4670 -0.3493 -0.3040
1305031525.8822 1.3063 0.8944 1.4036 0.7549 0.4636 -0.3479 -0.3068
1305031525.8922 1.3087 0.8972 1.4055 0.7563 0.4606 -0.3459 -0.3102
1305031525.9022 1.3111 0.8998 1.4073 0.7583 0.4570 -0.3430 -0.3137
1305031525.9121 1.3135 0.9026 1.4090 0.7601 0.4537 -0.3397 -0.3177
1305031525.9221 1.3161 0.9050 1.4106 0.7624 0.4508 -0.3358 -0.3206
1305031525.9322 1.3188 0.9078 1.4125 0.7646 0.4482 -0.3307 -0.3244
1305031525.9422 1.3217 0.9102 1.4141 0.7674 0.4458 -0.3248 -0.3268
1305031525.9522 1.3242 0.9127 1.4157 0.7688 0.4432 -0.3208 -0.3311
1305031525.9823 1.3325 0.9188 1.4199 0.7756 0.4333 -0.3067 -0.3414
1305031525.9922 1.3353 0.9208 1.4215 0.7771 0.4309 -0.3025 -0.3448
1305031526.0022 1.3378 0.9228 1.4229 0.7777 0.4284 -0.2992 -0.3494
1305031526.0122 1.3406 0.9248 1.4245 0.7788 0.4262 -0.2960 -0.3524
1305031526.0222 1.3432 0.9266 1.4260 0.7798 0.4234 -0.2929 -0.3563
1305031526.0322 1.3459 0.9283 1.4276 0.7809 0.4217 -0.2890 -0.3590
1305031526.0422 1.3479 0.9305 1.4290 0.7804 0.4195 -0.2873 -0.3639
1305031526.0522 1.3501 0.9324 1.4305 0.7805 0.4170 -0.2847 -0.3685
1305031526.0622 1.3534 0.9336 1.4321 0.7826 0.4139 -0.2806 -0.3709
1305031526.0722 1.3558 0.9350 1.4335 0.7832 0.4115 -0.2784 -0.3738
1305031526.0922 1.3609 0.9374 1.4361 0.7841 0.4075 -0.2750 -0.3788
1305031526.1022 1.3632 0.9387 1.4372 0.7845 0.4053 -0.2738 -0.3812
1305031526.1422 1.3735 0.9424 1.4415 0.7904 0.3970 -0.2625 -0.3857
1305031526.1522 1.3759 0.9435 1.4425 0.7912 0.3940 -0.2609 -0.3883
1305031526.1621 1.3784 0.9441 1.4432 0.7927 0.3912 -0.2594 -0.3890
1305031526.1721 1.3812 0.9446 1.4443 0.7942 0.3884 -0.2573 -0.3901
1305031526.1821 1.3832 0.9455 1.4450 0.7952 0.3851 -0.2561 -0.3920
1305031526.1922 1.3861 0.9461 1.4457 0.7974 0.3809 -0.2533 -0.3935
1305031526.2121 1.3916 0.9468 1.4467 0.8029 0.3732 -0.2465 -0.3941
1305031526.2222 1.3944 0.9472 1.4471 0.8053 0.3686 -0.2435 -0.3954
1305031526.2322 1.3973 0.9476 1.4476 0.8078 0.3640 -0.2404 -0.3965
