# ground truth trajectory
# file: 'rgbd_dataset_freiburg2_xyz.bag'
# timestamp tx ty tz qx qy qz qw
1311867170.3356 0.1242 -1.1522 1.3914 -0.5629 0.6557 -0.3588 0.3528
1311867170.3413 0.1239 -1.1522 1.3917 -0.5629 0.6558 -0.3585 0.3530
1311867170.3422 0.1237 -1.1522 1.3920 -0.5629 0.6559 -0.3582 0.3531
1311867170.3456 0.1234 -1.1523 1.3923 -0.5629 0.6559 -0.3580 0.3533
1311867170.3489 0.1231 -1.1523 1.3926 -0.5630 0.6559 -0.3577 0.3535
1311867170.3523 0.1224 -1.1523 1.3929 -0.5641 0.6559 -0.3561 0.3531
1311867170.3556 0.1222 -1.1523 1.3932 -0.5638 0.6558 -0.3564 0.3535
1311867170.3589 0.1219 -1.1523 1.3935 -0.5639 0.6558 -0.3563 0.3535
1311867170.3623 0.1216 -1.1523 1.3937 -0.5645 0.6565 -0.3553 0.3523
1311867170.3656 0.1215 -1.1523 1.3940 -0.5642 0.6559 -0.3560 0.3532
1311867170.3689 0.1213 -1.1523 1.3943 -0.5643 0.6558 -0.3560 0.3532
1311867170.3722 0.1212 -1.1523 1.3945 -0.5643 0.6558 -0.3560 0.3531
1311867170.3756 0.1210 -1.1523 1.3948 -0.5645 0.6559 -0.3559 0.3529
1311867170.3789 0.1208 -1.1523 1.3951 -0.5646 0.6558 -0.3558 0.3529
1311867170.3823 0.1206 -1.1523 1.3954 -0.5648 0.6558 -0.3557 0.3526
1311867170.3856 0.1203 -1.1522 1.3957 -0.5652 0.6558 -0.3554 0.3524
1311867170.3889 0.1202 -1.1522 1.3959 -0.5652 0.6558 -0.3556 0.3522
1311867170.3922 0.1199 -1.1522 1.3962 -0.5657 0.6557 -0.3553 0.3519
1311867170.3956 0.1197 -1.1521 1.3965 -0.5658 0.6557 -0.3554 0.3516
1311867170.3989 0.1196 -1.1521 1.3968 -0.5660 0.6554 -0.3557 0.3515
1311867170.4023 0.1194 -1.1521 1.3970 -0.5661 0.6554 -0.3559 0.3512
1311867170.4056 0.1193 -1.1520 1.3973 -0.5664 0.6551 -0.3561 0.3511
1311867170.4089 0.1191 -1.1519 1.3976 -0.5666 0.6549 -0.3563 0.3509
1311867170.4122 0.1190 -1.1518 1.3978 -0.5668 0.6547 -0.3565 0.3508
1311867170.4156 0.1189 -1.1517 1.3980 -0.5670 0.6546 -0.3565 0.3506
1311867170.4189 0.1189 -1.1516 1.3982 -0.5670 0.6544 -0.3571 0.3506
1311867170.4222 0.1187 -1.1514 1.3985 -0.5675 0.6540 -0.3570 0.3505
1311867170.4256 0.1184 -1.1513 1.3987 -0.5681 0.6537 -0.3567 0.3504
1311867170.4290 0.1182 -1.1511 1.3990 -0.5686 0.6533 -0.3566 0.3502
1311867170.4322 0.1180 -1.1510 1.3992 -0.5691 0.6531 -0.3566 0.3500
1311867170.4356 0.1178 -1.1508 1.3995 -0.5694 0.6528 -0.3566 0.3499
1311867170.4389 0.1176 -1.1507 1.3997 -0.5698 0.6527 -0.3566 0.3496
1311867170.4422 0.1174 -1.1505 1.4000 -0.5703 0.6525 -0.3565 0.3493
1311867170.4456 0.1172 -1.1504 1.4002 -0.5706 0.6524 -0.3565 0.3489
1311867170.4490 0.1170 -1.1503 1.4005 -0.5709 0.6523 -0.3566 0.3486
1311867170.4522 0.1168 -1.1502 1.4007 -0.5713 0.6521 -0.3565 0.3482
1311867170.4556 0.1166 -1.1501 1.4010 -0.5716 0.6521 -0.3565 0.3477
1311867170.4589 0.1165 -1.1499 1.4013 -0.5719 0.6521 -0.3565 0.3473
1311867170.4622 0.1163 -1.1498 1.4015 -0.5721 0.6521 -0.3565 0.3469
1311867170.4656 0.1162 -1.1496 1.4018 -0.5724 0.6521 -0.3564 0.3466
1311867170.4689 0.1160 -1.1494 1.4020 -0.5726 0.6520 -0.3565 0.3464
1311867170.4723 0.1160 -1.1493 1.4021 -0.5726 0.6516 -0.3569 0.3466
1311867170.4756 0.1159 -1.1491 1.4023 -0.5726 0.6515 -0.3570 0.3467
1311867170.4789 0.1158 -1.1490 1.4026 -0.5727 0.6514 -0.3570 0.3467
1311867170.4822 0.1157 -1.1488 1.4027 -0.5728 0.6513 -0.3571 0.3468
1311867170.4856 0.1156 -1.1486 1.4030 -0.5728 0.6512 -0.3570 0.3469
1311867170.4889 0.1155 -1.1484 1.4032 -0.5729 0.6512 -0.3568 0.3470
1311867170.4923 0.1154 -1.1481 1.4034 -0.5730 0.6512 -0.3566 0.3471
1311867170.4956 0.1153 -1.1479 1.4036 -0.5732 0.6511 -0.3562 0.3473
1311867170.4989 0.1152 -1.1477 1.4038 -0.5733 0.6510 -0.3561 0.3475
1311867170.5023 0.1151 -1.1475 1.4040 -0.5735 0.6510 -0.3558 0.3476
1311867170.5056 0.1150 -1.1473 1.4042 -0.5735 0.6509 -0.3556 0.3478
1311867170.5090 0.1149 -1.1471 1.4044 -0.5736 0.6509 -0.3553 0.3480
1311867170.5122 0.1149 -1.1469 1.4046 -0.5737 0.6508 -0.3551 0.3482
1311867170.5156 0.1148 -1.1467 1.4048 -0.5739 0.6507 -0.3548 0.3483
1311867170.5189 0.1147 -1.1465 1.4050 -0.5740 0.6507 -0.3546 0.3484
1311867170.5223 0.1146 -1.1463 1.4051 -0.5742 0.6507 -0.3543 0.3485
1311867170.5256 0.1145 -1.1461 1.4053 -0.5744 0.6507 -0.3540 0.3483
1311867170.5290 0.1147 -1.1458 1.4054 -0.5746 0.6500 -0.3541 0.3492
1311867170.5322 0.1147 -1.1456 1.4056 -0.5748 0.6498 -0.3539 0.3494
1311867170.5356 0.1147 -1.1454 1.4058 -0.5749 0.6498 -0.3537 0.3495
1311867170.5390 0.1147 -1.1452 1.4059 -0.5749 0.6497 -0.3537 0.3497
1311867170.5422 0.1146 -1.1451 1.4060 -0.5751 0.6497 -0.3534 0.3497
1311867170.5456 0.1146 -1.1449 1.4061 -0.5752 0.6496 -0.3532 0.3499
1311867170.5489 0.1145 -1.1447 1.4063 -0.5754 0.6497 -0.3528 0.3499
1311867170.5524 0.1145 -1.1445 1.4064 -0.5755 0.6497 -0.3524 0.3500
1311867170.5556 0.1144 -1.1443 1.4065 -0.5756 0.6497 -0.3521 0.3501
1311867170.5589 0.1143 -1.1440 1.4067 -0.5757 0.6499 -0.3515 0.3501
1311867170.5623 0.1145 -1.1437 1.4067 -0.5751 0.6501 -0.3518 0.3505
1311867170.5656 0.1143 -1.1435 1.4069 -0.5754 0.6503 -0.3511 0.3504
1311867170.5691 0.1142 -1.1434 1.4070 -0.5756 0.6502 -0.3507 0.3505
1311867170.5723 0.1141 -1.1432 1.4071 -0.5757 0.6502 -0.3504 0.3506
1311867170.5756 0.1139 -1.1430 1.4073 -0.5760 0.6502 -0.3499 0.3507
1311867170.5789 0.1140 -1.1429 1.4076 -0.5768 0.6496 -0.3499 0.3506
1311867170.5823 0.1137 -1.1426 1.4075 -0.5764 0.6502 -0.3492 0.3509
1311867170.5856 0.1135 -1.1424 1.4077 -0.5766 0.6502 -0.3487 0.3509
1311867170.5889 0.1135 -1.1421 1.4078 -0.5768 0.6501 -0.3485 0.3511
1311867170.5922 0.1133 -1.1419 1.4080 -0.5771 0.6500 -0.3482 0.3511
1311867170.5957 0.1133 -1.1416 1.4082 -0.5773 0.6499 -0.3480 0.3511
1311867170.5989 0.1131 -1.1414 1.4083 -0.5775 0.6499 -0.3477 0.3510
1311867170.6022 0.1130 -1.1412 1.4084 -0.5778 0.6497 -0.3476 0.3511
1311867170.6056 0.1129 -1.1410 1.4086 -0.5780 0.6497 -0.3474 0.3509
1311867170.6089 0.1128 -1.1408 1.4087 -0.5782 0.6495 -0.3474 0.3509
1311867170.6122 0.1127 -1.1406 1.4088 -0.5785 0.6495 -0.3472 0.3507
1311867170.6156 0.1126 -1.1404 1.4090 -0.5787 0.6493 -0.3473 0.3507
1311867170.6189 0.1125 -1.1402 1.4091 -0.5788 0.6493 -0.3471 0.3504
1311867170.6222 0.1123 -1.1400 1.4093 -0.5790 0.6493 -0.3471 0.3502
1311867170.6256 0.1123 -1.1398 1.4094 -0.5791 0.6492 -0.3471 0.3502
1311867170.6289 0.1121 -1.1396 1.4095 -0.5792 0.6494 -0.3470 0.3499
1311867170.6322 0.1121 -1.1395 1.4097 -0.5793 0.6492 -0.3470 0.3499
1311867170.6356 0.1119 -1.1393 1.4099 -0.5794 0.6495 -0.3468 0.3496
1311867170.6390 0.1119 -1.1391 1.4100 -0.5794 0.6493 -0.3470 0.3498
1311867170.6423 0.1117 -1.1389 1.4102 -0.5795 0.6493 -0.3469 0.3497
1311867170.6455 0.1116 -1.1388 1.4103 -0.5795 0.6494 -0.3468 0.3496
1311867170.6490 0.1115 -1.1386 1.4105 -0.5797 0.6493 -0.3467 0.3495
1311867170.6522 0.1114 -1.1385 1.4107 -0.5798 0.6493 -0.3466 0.3495
1311867170.6557 0.1112 -1.1383 1.4107 -0.5799 0.6492 -0.3466 0.3495
1311867170.6589 0.1110 -1.1380 1.4109 -0.5799 0.6495 -0.3463 0.3492
1311867170.6622 0.1116 -1.1376 1.4112 -0.5803 0.6480 -0.3470 0.3506
1311867170.6656 0.1110 -1.1378 1.4112 -0.5804 0.6488 -0.3465 0.3495
1311867170.6689 0.1109 -1.1376 1.4113 -0.5806 0.6486 -0.3466 0.3493
1311867170.6723 0.1108 -1.1375 1.4114 -0.5807 0.6484 -0.3468 0.3494
1311867170.6756 0.1108 -1.1373 1.4115 -0.5809 0.6483 -0.3469 0.3492
1311867170.6789 0.1107 -1.1372 1.4116 -0.5811 0.6480 -0.3472 0.3491
1311867170.6822 0.1106 -1.1370 1.4117 -0.5813 0.6478 -0.3473 0.3490
1311867170.6856 0.1106 -1.1369 1.4118 -0.5815 0.6477 -0.3475 0.3487
1311867170.6890 0.1104 -1.1368 1.4119 -0.5817 0.6477 -0.3476 0.3484
1311867170.6922 0.1104 -1.1367 1.4121 -0.5818 0.6476 -0.3477 0.3482
1311867170.6956 0.1103 -1.1366 1.4122 -0.5819 0.6476 -0.3478 0.3479
1311867170.6991 0.1103 -1.1364 1.4123 -0.5821 0.6474 -0.3480 0.3477
1311867170.7023 0.1101 -1.1364 1.4124 -0.5821 0.6476 -0.3479 0.3473
1311867170.7056 0.1101 -1.1362 1.4125 -0.5822 0.6476 -0.3480 0.3472
1311867170.7090 0.1100 -1.1361 1.4126 -0.5822 0.6476 -0.3480 0.3471
1311867170.7122 0.1100 -1.1360 1.4128 -0.5823 0.6476 -0.3480 0.3470
1311867170.7156 0.1099 -1.1359 1.4129 -0.5823 0.6476 -0.3480 0.3470
1311867170.7190 0.1099 -1.1357 1.4131 -0.5824 0.6476 -0.3478 0.3470
1311867170.7223 0.1098 -1.1356 1.4132 -0.5824 0.6476 -0.3478 0.3470
1311867170.7256 0.1098 -1.1354 1.4134 -0.5826 0.6474 -0.3478 0.3472
1311867170.7289 0.1095 -1.1353 1.4135 -0.5826 0.6476 -0.3473 0.3472
1311867170.7322 0.1095 -1.1351 1.4137 -0.5826 0.6475 -0.3473 0.3475
1311867170.7356 0.1094 -1.1350 1.4140 -0.5829 0.6472 -0.3472 0.3477
1311867170.7389 0.1093 -1.1348 1.4141 -0.5827 0.6473 -0.3469 0.3480
1311867170.7423 0.1092 -1.1347 1.4144 -0.5830 0.6469 -0.3469 0.3482
1311867170.7456 0.1090 -1.1346 1.4145 -0.5829 0.6470 -0.3466 0.3486
1311867170.7489 0.1090 -1.1344 1.4146 -0.5829 0.6468 -0.3466 0.3490
1311867170.7523 0.1090 -1.1344 1.4149 -0.5831 0.6464 -0.3466 0.3493
1311867170.7556 0.1088 -1.1342 1.4150 -0.5829 0.6466 -0.3462 0.3496
1311867170.7589 0.1088 -1.1341 1.4151 -0.5829 0.6465 -0.3462 0.3499
1311867170.7622 0.1086 -1.1339 1.4152 -0.5825 0.6468 -0.3459 0.3502
1311867170.7656 0.1087 -1.1338 1.4155 -0.5827 0.6464 -0.3460 0.3506
1311867170.7689 0.1087 -1.1337 1.4157 -0.5825 0.6464 -0.3460 0.3510
1311867170.7723 0.1085 -1.1336 1.4159 -0.5821 0.6468 -0.3456 0.3512
1311867170.7755 0.1085 -1.1334 1.4161 -0.5819 0.6468 -0.3455 0.3516
1311867170.7789 0.1085 -1.1333 1.4164 -0.5819 0.6466 -0.3454 0.3520
1311867170.7822 0.1084 -1.1332 1.4167 -0.5818 0.6467 -0.3452 0.3524
1311867170.7856 0.1083 -1.1331 1.4170 -0.5816 0.6468 -0.3450 0.3527
1311867170.7889 0.1083 -1.1330 1.4172 -0.5814 0.6468 -0.3448 0.3531
1311867170.7923 0.1082 -1.1329 1.4175 -0.5813 0.6468 -0.3447 0.3534
1311867170.7956 0.1081 -1.1328 1.4178 -0.5813 0.6467 -0.3446 0.3537
1311867170.7990 0.1082 -1.1329 1.4183 -0.5817 0.6460 -0.3452 0.3538
1311867170.8023 0.1081 -1.1328 1.4186 -0.5817 0.6459 -0.3452 0.3539
1311867170.8057 0.1079 -1.1325 1.4187 -0.5810 0.6466 -0.3447 0.3544
1311867170.8089 0.1078 -1.1325 1.4190 -0.5809 0.6465 -0.3450 0.3544
1311867170.8122 0.1077 -1.1324 1.4193 -0.5809 0.6463 -0.3450 0.3547
1311867170.8156 0.1077 -1.1322 1.4196 -0.5808 0.6461 -0.3451 0.3551
1311867170.8189 0.1076 -1.1321 1.4199 -0.5807 0.6461 -0.3452 0.3552
1311867170.8223 0.1075 -1.1321 1.4202 -0.5808 0.6460 -0.3451 0.3554
1311867170.8256 0.1073 -1.1321 1.4206 -0.5809 0.6459 -0.3451 0.3553
1311867170.8289 0.1072 -1.1320 1.4209 -0.5808 0.6458 -0.3451 0.3556
1311867170.8323 0.1072 -1.1317 1.4212 -0.5806 0.6457 -0.3452 0.3562
1311867170.8355 0.1071 -1.1317 1.4215 -0.5805 0.6455 -0.3453 0.3565
1311867170.8390 0.1070 -1.1316 1.4218 -0.5803 0.6453 -0.3456 0.3568
1311867170.8423 0.1069 -1.1315 1.4221 -0.5802 0.6452 -0.3457 0.3572
1311867170.8456 0.1069 -1.1314 1.4224 -0.5800 0.6450 -0.3460 0.3575
1311867170.8489 0.1068 -1.1314 1.4228 -0.5799 0.6449 -0.3462 0.3577
1311867170.8524 0.1067 -1.1313 1.4231 -0.5798 0.6449 -0.3463 0.3578
1311867170.8557 0.1068 -1.1315 1.4237 -0.5805 0.6441 -0.3469 0.3576
1311867170.8589 0.1064 -1.1312 1.4238 -0.5797 0.6448 -0.3464 0.3580
1311867170.8623 0.1063 -1.1311 1.4241 -0.5796 0.6447 -0.3466 0.3581
1311867170.8656 0.1061 -1.1311 1.4245 -0.5796 0.6446 -0.3467 0.3583
1311867170.8690 0.1060 -1.1311 1.4248 -0.5796 0.6444 -0.3468 0.3584
1311867170.8723 0.1059 -1.1310 1.4251 -0.5794 0.6443 -0.3471 0.3586
1311867170.8756 0.1059 -1.1310 1.4254 -0.5795 0.6441 -0.3473 0.3588
1311867170.8790 0.1057 -1.1310 1.4258 -0.5794 0.6441 -0.3475 0.3588
1311867170.8823 0.1056 -1.1310 1.4261 -0.5794 0.6440 -0.3477 0.3587
1311867170.8856 0.1054 -1.1309 1.4264 -0.5793 0.6439 -0.3479 0.3588
1311867170.8889 0.1053 -1.1309 1.4268 -0.5793 0.6438 -0.3482 0.3588
1311867170.8923 0.1052 -1.1307 1.4272 -0.5792 0.6438 -0.3482 0.3589
1311867170.8956 0.1050 -1.1307 1.4275 -0.5793 0.6438 -0.3482 0.3587
1311867170.8990 0.1049 -1.1306 1.4279 -0.5793 0.6438 -0.3484 0.3586
1311867170.9023 0.1048 -1.1305 1.4283 -0.5792 0.6437 -0.3487 0.3586
1311867170.9056 0.1047 -1.1305 1.4286 -0.5791 0.6436 -0.3489 0.3586
1311867170.9089 0.1046 -1.1304 1.4289 -0.5791 0.6435 -0.3492 0.3587
1311867170.9123 0.1045 -1.1304 1.4293 -0.5791 0.6432 -0.3495 0.3587
1311867170.9156 0.1046 -1.1304 1.4298 -0.5796 0.6425 -0.3503 0.3586
1311867170.9190 0.1042 -1.1303 1.4300 -0.5793 0.6429 -0.3502 0.3584
1311867170.9223 0.1043 -1.1303 1.4306 -0.5798 0.6422 -0.3509 0.3581
1311867170.9256 0.1040 -1.1302 1.4308 -0.5797 0.6425 -0.3508 0.3578
1311867170.9289 0.1039 -1.1302 1.4313 -0.5801 0.6420 -0.3514 0.3575
1311867170.9323 0.1036 -1.1301 1.4315 -0.5800 0.6423 -0.3512 0.3573
1311867170.9356 0.1035 -1.1300 1.4319 -0.5801 0.6421 -0.3515 0.3573
1311867170.9390 0.1034 -1.1299 1.4322 -0.5802 0.6418 -0.3519 0.3572
1311867170.9423 0.1032 -1.1299 1.4326 -0.5803 0.6416 -0.3520 0.3572
1311867170.9456 0.1031 -1.1298 1.4329 -0.5805 0.6413 -0.3522 0.3573
1311867170.9489 0.1030 -1.1297 1.4333 -0.5805 0.6412 -0.3524 0.3573
1311867170.9523 0.1030 -1.1297 1.4337 -0.5807 0.6407 -0.3528 0.3576
1311867170.9556 0.1028 -1.1296 1.4339 -0.5807 0.6406 -0.3527 0.3578
1311867170.9589 0.1028 -1.1295 1.4343 -0.5808 0.6401 -0.3531 0.3581
1311867170.9623 0.1028 -1.1294 1.4347 -0.5808 0.6399 -0.3532 0.3585
1311867170.9656 0.1027 -1.1294 1.4350 -0.5808 0.6396 -0.3533 0.3589
1311867170.9690 0.1026 -1.1293 1.4354 -0.5808 0.6393 -0.3534 0.3592
1311867170.9723 0.1025 -1.1292 1.4358 -0.5808 0.6391 -0.3535 0.3596
1311867170.9756 0.1023 -1.1291 1.4361 -0.5806 0.6391 -0.3534 0.3598
1311867170.9789 0.1022 -1.1291 1.4364 -0.5807 0.6389 -0.3535 0.3599
1311867170.9823 0.1021 -1.1290 1.4367 -0.5807 0.6389 -0.3536 0.3600
1311867170.9856 0.1019 -1.1290 1.4370 -0.5809 0.6388 -0.3535 0.3598
1311867170.9889 0.1018 -1.1290 1.4374 -0.5812 0.6386 -0.3537 0.3596
1311867170.9923 0.1016 -1.1290 1.4376 -0.5811 0.6388 -0.3537 0.3593
1311867170.9956 0.1014 -1.1290 1.4379 -0.5812 0.6388 -0.3538 0.3591
1311867170.9989 0.1012 -1.1290 1.4383 -0.5814 0.6388 -0.3539 0.3587
1311867171.0023 0.1010 -1.1290 1.4385 -0.5815 0.6387 -0.3540 0.3585
1311867171.0056 0.1009 -1.1289 1.4388 -0.5816 0.6387 -0.3541 0.3583
1311867171.0090 0.1007 -1.1289 1.4391 -0.5816 0.6387 -0.3543 0.3581
1311867171.0123 0.1009 -1.1289 1.4396 -0.5821 0.6378 -0.3549 0.3584
1311867171.0156 0.1008 -1.1288 1.4398 -0.5821 0.6377 -0.3550 0.3585
1311867171.0190 0.1004 -1.1288 1.4399 -0.5816 0.6383 -0.3548 0.3584
1311867171.0223 0.1002 -1.1286 1.4401 -0.5816 0.6382 -0.3547 0.3587
1311867171.0256 0.1001 -1.1286 1.4405 -0.5816 0.6381 -0.3548 0.3587
1311867171.0290 0.0999 -1.1287 1.4408 -0.5818 0.6379 -0.3550 0.3586
